Chrm Bin Count Mean STDev SEM
FST_C_M chr19 6 100 -0.0374027434351 0.0709910024471 0.00713486420025
FST_C_M chr19 7 8 0.53523484902 0.199675428947 0.0754702182749
FST_C_M chr18 0 4 1.89481260774 0.0847372081838 0.0489230499553
FST_C_M chr18 4 7 0.120507876587 0.0632760897284 0.0258323554588
FST_C_M chr18 5 16 0.258041120813 0.0850239199649 0.0219530817369
FST_C_M chr18 6 76 0.142279545515 0.132930854365 0.0153495329102
FST_C_M chr18 7 38 -0.646604973645 0.629346442955 0.103463917886
FST_C_M chr9 0 1 1.35418404226 0.0 nan
FST_C_M chr9 4 42 -0.0723472988358 0.323924503428 0.0505885082682
FST_C_M chr9 5 3 0.0206794495169 0.0562023271958 0.0397410466786
FST_C_M chr9 6 6 -0.0132612080558 0.00871227589259 0.00389624822691
FST_C_M chr20 5 27 -0.113509305098 0.151281796927 0.0296688013301
FST_C_M chr20 6 12 -0.0070443807914 0.0396198297213 0.0119458281312
FST_C_M chr7 0 1 1.68641086534 0.0 nan
FST_C_M chr7 4 1 0.0925302535798 0.0 nan
FST_C_M chr7 5 68 -0.0857630133897 0.0707488403697 0.00864334651681
FST_C_M chr7 6 21 -0.015404324887 0.02851301067 0.00637570301012
FST_C_M chr7 7 3 0.254295867523 1.01585388758 0.718317172604
FST_C_M chr6 0 6 1.73227726241 0.451746096558 0.202026996095
FST_C_M chr6 4 17 0.00583501810052 0.106531830234 0.0266329575584
FST_C_M chr6 5 22 0.0414254256136 0.0419631692195 0.00915711425471
FST_C_M chr6 6 100 0.179690135561 0.0571397843635 0.0057427644041
FST_C_M chr6 7 45 -1.90859297627 0.701950036273 0.105822949632
FST_C_M chr5 0 1 0.105161477496 0.0 nan
FST_C_M chr5 4 6 0.309313268191 0.252913336666 0.11310628264
FST_C_M chr5 5 1 0.604710207316 0.0 nan
FST_C_M chr5 6 8 -0.23344268705 0.0419396830733 0.015851710211
FST_C_M chr4 4 1 0.321757871714 0.0 nan
FST_C_M chr4 5 16 0.73337279733 0.205730483666 0.0531193824698
FST_C_M chr4 6 3 -0.123770947263 0.0151552900044 0.0107164083329
FST_C_M chr3 4 2 -0.00997626066698 0.082843704783 0.082843704783
FST_C_M chr3 5 3 0.0039090736552 0.0501364020891 0.0354517899015
FST_C_M chr3 6 28 0.022622852171 0.0193503716199 0.00372398075456
FST_C_M chr2 5 18 -0.336793658186 0.059237812842 0.0143672799634
FST_C_M chr2 6 1 0.120942636575 0.0 nan
FST_C_M chr1 0 1 1.93917119911 0.0 nan
FST_C_M chr1 4 3 -0.0233449315351 0.0545495810108 0.0385723786436
FST_C_M chr1 5 14 0.102442711109 0.114202799636 0.0316741576839
FST_C_M chr1 6 49 0.271085954846 0.150690416072 0.0217502880708
FST_C_M chr1 7 14 -0.433351996325 0.287044077938 0.0796117031787
FST_C_M chr8 4 10 0.0577978493103 0.126519168419 0.0421730561398
FST_C_M chr8 5 15 0.091507145207 0.125940410051 0.0336589903973
FST_C_M chr8 6 18 -0.0181928014748 0.0502780657345 0.0121942220985
FST_C_P chr1 5 4 0.0536274248634 0.217453899631 0.125547067488
FST_C_P chr10 6 1 -0.243420987728 0.0 nan
FST_P_M chrZ 4 5 0.196670536696 0.10805464447 0.0540273222351
FST_P_M chrZ 5 28 0.312792497387 0.155832736642 0.0299900241496
FST_P_M chrZ 6 10 -0.274436946404 0.0688399307213 0.0229466435738
FST_P_M chr13 0 6 1.88504797667 0.480613105688 0.214936715039
FST_P_M chr13 4 13 0.0492511929463 0.0634264982488 0.0183096529188
FST_P_M chr13 5 21 0.0382710605443 0.0895169865218 0.0200166067004
FST_P_M chr13 6 98 0.0669142876032 0.0748694117154 0.0076018370071
FST_P_M chr13 7 15 0.0872943378258 0.540759840487 0.144524146545
FST_P_M chr12 0 6 1.87558632749 0.481551324393 0.2153562992
FST_P_M chr12 4 16 0.00948773154131 0.0561396870764 0.0144952048739
FST_P_M chr12 5 23 -0.00759832032625 0.0478875761202 0.0102096655334
FST_P_M chr12 6 59 0.205571514979 0.134322905105 0.0176374615207
FST_P_M chr12 7 74 -1.39985931307 0.872339723743 0.102099642012
FST_P_M chr11 0 4 1.03914017315 0.68323591853 0.394466441483
FST_P_M chr11 4 3 0.0763506116423 0.0808768818283 0.057188591582
FST_P_M chr11 5 43 -0.0818929429613 0.0477036030656 0.00736082575828
FST_P_M chr11 6 62 0.00409994059332 0.013615016744 0.00174322426414
FST_P_M chr10 0 2 1.61819789135 0.63916046045 0.63916046045
FST_P_M chr10 4 38 -0.0347712783574 0.117850188671 0.0193744516712
FST_P_M chr10 5 22 -0.0579569643314 0.033379867613 0.00728408428687
FST_P_M chr10 6 100 -0.286953467697 0.158935978656 0.0159736668754
FST_P_M chr10 7 23 0.223867075151 0.358598970442 0.0764535573826
FST_P_M chr17 0 7 1.87470259141 0.108210856316 0.0441768971006
FST_P_M chr17 4 2 -0.00738462350114 0.0343104692063 0.0343104692063
FST_P_M chr17 5 25 -0.0757853774382 0.0534651263748 0.010913523221
FST_P_M chr17 6 62 0.0197306260816 0.123395187445 0.0157991347992
FST_P_M chr17 7 46 0.531346841407 0.531319058539 0.0792043688422
FST_P_M chr16 0 2 1.27197149295 0.678742874253 0.678742874253
FST_P_M chr16 4 4 -0.0400681576418 0.0973898203323 0.0562280389852
FST_P_M chr16 5 27 -0.0998099773919 0.0650651080049 0.0127603175143
FST_P_M chr16 6 100 0.0261207914327 0.012438376461 0.00125010387037
FST_P_M chr15 0 3 0.927068048344 0.615661260354 0.43533825211
FST_P_M chr15 4 2 -0.0475950759257 0.0741258166214 0.0741258166214
FST_P_M chr15 5 4 0.180956390755 0.0617705562217 0.0356632472626
FST_P_M chr15 6 23 -0.159945874878 0.0695989365826 0.014838543137
FST_P_M chr14 0 2 1.62407730931 0.265767116192 0.265767116192
FST_P_M chr14 4 4 0.0420884120567 0.29118019427 0.168112963545
FST_P_M chr14 5 5 -0.0248918396655 0.0658005695558 0.0329002847779
FST_P_M chr14 6 21 -0.0233516512459 0.0543289237851 0.0121483166728
FST_P_M chr19 0 4 2.03544600673 0.168168608306 0.0970921912745
FST_P_M chr19 4 41 -0.0126675689904 0.108526986409 0.0171596232323
FST_P_M chr19 5 19 -0.0586125761431 0.0435096184142 0.0102553154092
FST_P_M chr19 6 100 -0.0838264574594 0.0592920784074 0.00595907809447
FST_P_M chr19 7 36 0.575427868202 0.467374489054 0.0790007075951
FST_P_M chr18 0 5 1.59066667632 0.532317592245 0.266158796123
FST_P_M chr18 4 10 0.0583407057881 0.0690464953291 0.023015498443
FST_P_M chr18 5 21 0.182076738736 0.0579548033219 0.0129590879851
FST_P_M chr18 6 53 0.198919711767 0.116484263864 0.0161534610056
FST_P_M chr18 7 100 -1.37216701639 0.802540292312 0.0806583342043
FST_P_M chr9 4 2 0.208163704817 0.124041619588 0.124041619588
FST_P_M chr9 5 17 -0.0103623131385 0.0775427177337 0.0193856794334
FST_P_M chr9 6 54 0.0206035385225 0.0258268249132 0.00354758723509
FST_P_M chr20 0 1 1.41432560336 0.0 nan
FST_P_M chr20 4 6 -0.0296412431225 0.0616754810093 0.0275821136164
FST_P_M chr20 5 15 -0.101219138043 0.0710389858338 0.0189859675782
FST_P_M chr20 6 51 0.0361808029491 0.0268075116437 0.003791154654
FST_P_M chr7 0 3 1.78732423504 0.265068154263 0.187431489356
FST_P_M chr7 4 9 -0.0254070330316 0.0698288311927 0.0246882200293
FST_P_M chr7 5 67 0.0722520669403 0.15821716652 0.0194751869254
FST_P_M chr7 6 41 0.0343033883492 0.0262966252907 0.00415786153473
FST_P_M chr7 7 41 -1.88168177013 1.08528428808 0.171598512956
FST_P_M chr6 0 7 1.92223238377 0.214152429276 0.0874273631507
FST_P_M chr6 4 6 -0.0372683400568 0.0808807238272 0.0361709593094
FST_P_M chr6 5 100 -0.0408035660176 0.0533087439089 0.00535773035124
FST_P_M chr6 6 100 0.0250570228372 0.0745368174291 0.00749123201454
FST_P_M chr6 7 18 -0.131888843727 0.538797284511 0.130677536167
FST_P_M chr5 4 1 0.0569918087442 0.0 nan
FST_P_M chr5 5 7 0.0903263275929 0.0768751456624 0.0313841467958
FST_P_M chr5 6 15 0.0106575993179 0.04138696439 0.0110611315019
FST_P_M chr4 5 16 0.691173965641 0.186423656166 0.0481343810447
FST_P_M chr4 6 11 -0.21437738029 0.0554835036476 0.0175454244093
FST_P_M chr3 0 4 1.62362119585 0.28716058673 0.165792242049
FST_P_M chr3 4 6 -0.0483424348507 0.0653578965757 0.0292289399219
FST_P_M chr3 5 100 0.0655121875667 0.111251161384 0.0111811624182
FST_P_M chr3 6 53 -0.028421574039 0.0240289390679 0.00333221430402
FST_P_M chr2 0 1 0.136649120435 0.0 nan
FST_P_M chr2 4 1 -0.00725751703478 0.0 nan
FST_P_M chr2 5 18 -0.354194945167 0.0546946573538 0.0132654029074
FST_P_M chr2 6 1 0.188985624653 0.0 nan
FST_P_M chr1 0 6 1.66524947503 0.331002594363 0.148028860345
FST_P_M chr1 4 18 -0.0144389058512 0.0771025276338 0.0187001097315
FST_P_M chr1 5 44 -0.00726070626927 0.0437661348249 0.00667427298978
FST_P_M chr1 6 100 -0.0325572806846 0.117319017707 0.0117910049245
FST_P_M chr1 7 43 0.599175366126 0.453858632214 0.0700319073599
FST_P_M chr8 0 3 1.65115278165 0.258194730873 0.182571245067
FST_P_M chr8 4 19 0.0194884067003 0.120270862769 0.0283481142145
FST_P_M chr8 5 7 -0.108061718618 0.0925985039987 0.037803180957
FST_P_M chr8 6 100 0.0521649695768 0.0150370208624 0.00151127745956
